Station Name,Start Count,End Count,Start/End Ratio,Community_x,fullness_deviation_at_8,fullness_deviation_at_17,Utilisation_avg_at_8,Utilisation_avg_at_17,Community_y,Average Trip Duration (minutes)
"Charlotte Street, Fitzrovia",405,417,0.9712230215827338,0,0.4466165413533836,0.0714285714285714,3.6,2.2153846153846155,0,10.064893127572017
"Cheapside, Bank",1562,1716,0.9102564102564102,1,0.272093023255814,0.2035854788108164,18.32307692307692,19.0,1,10.543668960734102
"Chelsea Green, Chelsea",193,170,1.1352941176470588,3,0.1733333333333334,0.1452380952380952,1.323076923076923,1.015384615384615,3,16.026861139896372
"Chicheley Street, South Bank",518,560,0.925,3,0.2277249683143221,0.065,6.369230769230769,5.815384615384615,3,13.060491216216215
"Christopher Street, Liverpool Street",449,475,0.9452631578947368,1,0.28125,0.125,4.523076923076923,6.7846153846153845,1,12.225659279881215
"City Road, Angel",393,393,1.0,1,0.267503444053268,0.3123404255319149,2.907692307692308,2.3076923076923075,1,9.890634987277354
"Claremont Square, Angel",358,212,1.6886792452830188,1,0.3333333333333333,0.3888888888888889,1.0,1.3076923076923077,1,9.530552420856612
"Clarges Street, Mayfair",205,203,1.0098522167487685,3,0.4125000000000001,0.0803571428571426,0.8461538461538461,1.2769230769230768,3,11.535595528455286
"Clerkenwell Green, Clerkenwell",830,871,0.9529276693455798,1,0.200865800865801,0.0346528973034991,9.169230769230769,7.861538461538461,1,10.49949078313253
"Clifford Street, Mayfair",242,390,0.6205128205128205,3,0.3823529411764706,0.0688854489164085,0.5230769230769231,1.5384615384615383,3,11.997567768595042
"Clifton Street, Shoreditch",310,318,0.9748427672955976,1,0.4704545454545455,0.0018483709273182,0.6307692307692307,1.3076923076923077,1,10.859205
"Cloudesley Road, Angel",517,258,2.003875968992248,0,0.397837837837838,0.478918918918919,1.3384615384615384,1.646153846153846,0,14.621247678916829
"Colombo Street, Southwark",22,15,1.4666666666666666,2,0.4753246753246753,0.3571428571428572,0.123076923076923,0.1384615384615384,2,9.695333333333334
"Columbia Road, Shoreditch",503,425,1.183529411764706,1,0.0591954022988509,0.2095238095238096,4.615384615384615,2.5384615384615383,1,12.005709675281643
"Commercial Street, Shoreditch",276,236,1.1694915254237288,1,0.2763257575757576,0.1326923076923084,0.6461538461538462,0.4769230769230769,1,11.575488828502415
"Concert Hall Approach 1, South Bank",322,383,0.8407310704960835,2,0.06,0.1615894039735099,2.8,2.9846153846153847,2,11.873945082815736
"Concert Hall Approach 2, South Bank",412,478,0.8619246861924686,1,0.098989898989899,0.2647114926084883,7.415384615384616,4.969230769230769,1,11.259093770226537
"Coram Street, Bloomsbury",517,438,1.1803652968036529,0,0.3275862068965517,0.1896551724137931,3.938461538461538,2.8615384615384616,0,10.476397775628628
"Cotton Garden Estate, Kennington",388,370,1.0486486486486486,2,0.1483333333333333,0.3823170731707317,1.3384615384615384,0.9692307692307692,2,11.619499441580755
"Craven Street, Strand",972,1016,0.9566929133858268,3,0.3407516580692706,0.0984833164812942,7.584615384615384,11.569230769230767,3,11.349705349794238
"Crawford Street, Marylebone",538,498,1.0803212851405624,0,0.2095238095238096,0.027272727272727,4.769230769230769,3.107692307692308,0,11.313669021065676
"Crimscott Street, Bermondsey",542,500,1.084,2,0.0523431867339583,0.4547368421052633,7.0,2.4615384615384617,2,13.31274074415744
"Crinan Street, King's Cross",171,157,1.089171974522293,0,0.35,0.2,0.4923076923076923,0.8769230769230769,0,15.3786977582846
"Cromer Street, Bloomsbury",366,398,0.9195979899497488,0,0.0828571428571429,0.2614285714285715,0.8615384615384616,1.676923076923077,0,10.591057468123864
"Crosswall, Tower",1202,1190,1.0100840336134451,2,0.3577066269545793,0.0272727272727273,14.246153846153844,14.430769230769233,2,12.505401747088186
"Curlew Street, Shad Thames",884,801,1.1036204744069913,2,0.0095238095238094,0.3964803312629406,7.076923076923077,4.153846153846154,2,12.791614932126697
"Curzon Street, Mayfair",274,306,0.8954248366013072,3,0.2948529411764706,0.1505813953488372,0.6307692307692307,2.5384615384615383,3,11.652692944038929
"Denyer Street, Knightsbridge",219,216,1.0138888888888888,3,0.2066666666666667,0.3933333333333334,1.1692307692307693,0.7384615384615385,3,12.324127397260275
"Dickens Square, Borough",346,318,1.0880503144654088,2,0.28125,0.3787037037037037,1.5692307692307692,0.8,2,8.932865077071291
"Doric Way , Somers Town",952,737,1.2917232021709633,0,0.3399999999999999,0.4544360902255639,10.707692307692309,7.492307692307692,0,13.18820863095238
"Dorset Square, Marylebone",741,744,0.995967741935484,0,0.0735849056603772,0.1371478873239436,8.338461538461539,6.2,0,12.901656095366622
"Drummond Street , Euston",421,325,1.2953846153846154,0,0.2848837209302326,0.4321428571428573,0.9846153846153848,1.2461538461538462,0,11.073952058590656
"Drury Lane, Covent Garden",787,883,0.8912797281993206,0,0.3460317460317461,0.0185185185185184,2.6923076923076925,8.076923076923077,0,10.974117174925878
"Duke Street Hill, London Bridge",1552,1670,0.9293413173652696,2,0.2571428571428572,0.1519163763066203,17.246153846153845,17.138461538461538,2,10.750595736683849
"Eagle Wharf Road, Hoxton",1274,997,1.2778335005015045,1,0.108234630569656,0.3222222222222223,11.415384615384616,8.307692307692308,1,10.732309981684985
"Earnshaw Street , Covent Garden",636,667,0.9535232383808095,0,0.4083333333333334,0.1846960167714881,3.569230769230769,5.6923076923076925,0,11.432753328092245
"Eaton Square (South), Belgravia",192,184,1.0434782608695652,3,0.497054698457223,0.3387096774193548,1.5076923076923077,0.5384615384615384,3,13.629813194444443
"Ebury Bridge, Pimlico",302,266,1.1353383458646618,3,0.2597701149425288,0.2721732157177231,2.353846153846154,1.676923076923077,3,12.870577097130244
"Eccleston Place, Victoria",587,580,1.0120689655172417,3,0.0516746411483254,0.0844751543663623,7.1692307692307695,5.2,3,12.407138926746166
"Edgware Road Station, Marylebone",394,348,1.132183908045977,0,0.3008928571428572,0.4178571428571429,4.061538461538461,2.230769230769231,0,11.319287690355331
"Elizabeth Bridge, Victoria",317,342,0.9269005847953216,3,0.2980392156862746,0.1904665314401622,1.9538461538461536,4.046153846153846,3,13.781665772870662
"Embankment (Savoy), Strand",229,256,0.89453125,3,0.3442300691663633,0.2317073170731707,0.676923076923077,1.8461538461538465,3,13.689936972343522
"Empire Square, The Borough",710,704,1.0085227272727273,2,0.2397515527950312,0.2074449076831448,6.061538461538461,5.630769230769231,2,9.862063802816902
"Endsleigh Gardens, Euston",1015,890,1.1404494382022472,0,0.1900568181818185,0.2380681818181819,9.246153846153844,8.830769230769231,0,12.843462660098522
"Euston Road, Euston",449,501,0.8962075848303394,0,0.1252008032128514,0.2032520325203254,2.9384615384615387,2.9846153846153847,0,12.456185560504826
"Euston Square Gardens, Euston",403,420,0.9595238095238096,0,0.138095238095238,0.3141361256544503,3.8461538461538463,4.092307692307692,0,13.145808147229117
"Eversholt Street , Camden Town",487,473,1.029598308668076,0,0.0785596026490065,0.4625000000000001,2.4153846153846152,2.7384615384615385,0,11.598212559890486
"Falkirk Street, Hoxton",421,432,0.9745370370370372,1,0.023076923076923,0.2822742474916389,3.476923076923077,2.076923076923077,1,12.317612787015044
"Fanshaw Street, Hoxton",654,570,1.1473684210526316,1,0.1656308851224107,0.3274098601913172,4.338461538461538,2.892307692307692,1,10.712488965341487
"Farm Street, Mayfair",165,141,1.1702127659574468,3,0.4220064724919093,0.0266666666666666,0.5230769230769231,0.8769230769230769,3,12.439524545454544
"Farringdon Lane, Clerkenwell",458,434,1.055299539170507,1,0.2208333333333334,0.1053571428571428,3.523076923076923,4.753846153846154,1,11.436997270742358
"Farringdon Street, Holborn",703,665,1.0571428571428572,1,0.0216370106761565,0.2199999999999999,4.984615384615385,7.138461538461539,1,10.282467140825036
"Fashion Street, Whitechapel",320,320,1.0,1,0.1733333333333334,0.1785714285714286,0.8615384615384616,1.0615384615384615,1,10.71681984375
"Finsbury Circus, Liverpool Street",1253,1524,0.8221784776902887,1,0.3018654511690726,0.0988344988344988,19.784615384615385,14.0,1,11.459230885873904
"Finsbury Leisure Centre, St. Luke's",1191,1024,1.1630859375,1,0.0537974683544304,0.15,9.830769230769231,8.046153846153846,1,8.851862636439966
"Finsbury Library , Finsbury",501,504,0.9940476190476192,1,0.2586206896551724,0.2292973813844961,5.0,3.4461538461538463,1,12.216820858283432
"Finsbury Square , Moorgate",589,642,0.9174454828660435,1,0.4064935064935066,0.0277056277056276,6.676923076923077,5.569230769230769,1,11.75628896434635
"Fire Brigade Pier, Vauxhall",373,316,1.1803797468354431,3,0.2571428571428572,0.1666666666666667,3.6307692307692303,2.169230769230769,3,11.184304110813226
"Foley Street, Fitzrovia",639,632,1.0110759493670889,0,0.4166666666666667,0.0416666666666666,7.076923076923077,4.569230769230769,0,10.356658894105372
"Fore Street Avenue, Guildhall",465,590,0.788135593220339,1,0.2701754385964913,0.0558704453441295,6.138461538461539,5.384615384615385,1,10.226351218637992
"Fore Street, Guildhall",466,570,0.8175438596491228,1,0.3321739130434783,0.0892307692307692,6.892307692307693,5.292307692307692,1,10.34389796137339
"Fournier Street, Whitechapel",451,506,0.8913043478260869,1,0.3507936507936509,0.0126984126984126,2.876923076923077,3.0615384615384613,1,12.9931096082779
"Frith Street, Soho",459,544,0.84375,0,0.4488888888888889,0.1,0.4461538461538462,3.230769230769231,0,13.11176572258533
"Gaywood  Street, Elephant & Castle",446,495,0.901010101010101,2,0.2327485380116958,0.4136752136752137,2.476923076923077,3.4923076923076923,2,10.274810687593424
"George Place Mews, Marylebone",287,260,1.103846153846154,0,0.2964788732394366,0.0025,3.0,0.8923076923076924,0,9.912214459930311
"George Street, Marylebone",442,483,0.9151138716356108,0,0.3420875420875422,0.0194444444444444,3.923076923076923,2.923076923076923,0,11.043920437405731
"Geraldine Street, Elephant & Castle",221,205,1.078048780487805,2,0.0558823529411764,0.3235294117647059,0.4307692307692308,0.8153846153846154,2,11.02297911010558
"Gloucester Street, Pimlico",504,462,1.0909090909090908,3,0.0072727272727272,0.3447761194029854,3.507692307692308,1.7538461538461538,3,12.280529232804234
"Godliman Street, St. Paul's",495,573,0.8638743455497382,1,0.2737160120845922,0.0009302325581396,3.4923076923076923,6.092307692307692,1,10.17495494949495
"Golden Lane, Barbican",504,517,0.9748549323017408,1,0.3947089947089948,0.2787037037037043,2.6615384615384614,3.476923076923077,1,9.482394973544974
"Golden Square, Soho",468,482,0.970954356846473,0,0.3111111111111112,0.0272727272727272,1.7384615384615385,6.2615384615384615,0,12.135774537037038
"Good's Way, King's Cross",594,584,1.0171232876712328,0,0.3004778972520913,0.1074819786229183,2.646153846153846,5.630769230769231,0,13.189450112233445
"Goswell Road (City Uni), Finsbury",14,5,2.8,1,0.2201680672268908,0.2218487394957984,2.292307692307692,1.323076923076923,1,10.790084523809524
"Gower Place , Euston",569,546,1.0421245421245422,0,0.423529411764706,0.1215686274509804,4.230769230769231,4.646153846153847,0,10.779593350908026
"Grafton Street, Mayfair",231,274,0.843065693430657,3,0.4699107866991079,0.0833333333333334,0.8769230769230769,1.2769230769230768,3,11.477442496392497
"Graham Street, Angel",743,508,1.4625984251968505,1,0.1038461538461539,0.3120879120879122,6.507692307692308,3.830769230769231,1,11.618391274113954
"Granby Street, Shoreditch",420,373,1.126005361930295,1,0.1270451659713405,0.3266409266409267,1.015384615384615,2.0,1,11.123582817460315
"Great Dover Street, The Borough",969,877,1.104903078677309,2,0.106060606060606,0.4537878787878788,6.476923076923077,5.0,2,11.84108381492948
"Great Percy Street, Clerkenwell",565,482,1.1721991701244814,0,0.048681958233482,0.4326086956521741,2.892307692307692,2.953846153846154,0,10.2006998820059
"Great Russell Street, Bloomsbury",517,551,0.9382940108892922,0,0.2307692307692307,0.0340659340659341,3.123076923076923,3.723076923076923,0,11.50932304964539
"Great Suffolk Street, The Borough",470,448,1.0491071428571428,2,0.1666666666666666,0.2142857142857143,5.876923076923077,4.415384615384616,2,9.645729042553192
"Great Titchfield Street, Fitzrovia",457,435,1.0505747126436782,0,0.3849624060150377,0.0943526699961584,4.153846153846154,2.953846153846154,0,10.48597355944566
"Great Tower Street, Monument",742,869,0.85385500575374,2,0.2323529411764706,0.1592687074829933,9.092307692307692,10.753846153846156,2,11.69973405211141
"Green Park Station, Mayfair",634,727,0.8720770288858322,3,0.3904761904761906,0.0499999999999999,6.384615384615385,4.892307692307693,3,11.882406572029442
"Green Street, Mayfair",365,298,1.2248322147651007,3,0.2592105263157895,0.0524027459954232,1.6923076923076923,2.292307692307692,3,13.810433333333334
"Greenberry Street, St.John's Wood",246,165,1.490909090909091,0,0.2676923076923078,0.5230769230769232,0.6461538461538462,0.4,0,14.233836653116532
"Greycoat Street , Westminster",156,185,0.8432432432432433,3,0.4613672496025439,0.3235294117647063,0.9846153846153848,1.1076923076923078,3,9.335421901709402
"Grosvenor Crescent, Belgravia",108,122,0.8852459016393442,3,0.3312024353120244,0.1333333333333333,0.4,0.4923076923076923,3,12.40014398148148
"Grosvenor Square, Mayfair",359,363,0.9889807162534436,3,0.3508021390374332,0.0455882352941175,2.6615384615384614,3.292307692307692,3,9.721598235840297
"Guildhouse Street, Victoria",220,217,1.0138248847926268,3,0.025,0.3466942148760333,1.3076923076923077,1.7846153846153847,3,10.209426363636364
"Guilford Street , Bloomsbury",864,805,1.0732919254658384,0,0.1835227272727273,0.0125,8.615384615384615,6.369230769230769,0,10.635311651234568
"Hampstead Road, Euston",808,704,1.1477272727272727,0,0.3933333333333334,0.2592592592592593,6.476923076923077,5.4,0,10.57693735561056
"Hampton Street, Walworth",460,481,0.9563409563409564,2,0.0511904761904761,0.3047619047619049,3.1538461538461537,4.292307692307692,2,12.111144855072464
"Hardwick Street, Clerkenwell",375,303,1.2376237623762376,2,0.103448275862069,0.4,0.6153846153846154,1.0615384615384615,2,10.081563244444444
"Harper Road, The Borough",308,301,1.0232558139534884,2,0.2733333333333334,0.4792717086834735,1.9538461538461536,1.2615384615384615,2,10.307341287878788
"Harriet Street, Knightsbridge",286,284,1.0070422535211268,3,0.2706766917293237,0.1828571428571429,1.9538461538461536,2.569230769230769,3,13.601198018648018
"Harrington Square 1, Camden Town",579,496,1.1673387096774193,0,0.0867724867724868,0.4131341425459074,4.476923076923077,3.7384615384615385,0,12.152932584916524
"Harris Academy, Bermondsey",378,359,1.052924791086351,2,0.1285714285714286,0.3777777777777779,0.6923076923076923,1.676923076923077,2,14.391644708994708
"Harrowby Street, Marylebone",483,431,1.1206496519721578,0,0.0625,0.2108695652173917,3.6769230769230767,2.1846153846153844,0,12.18205745341615
"Hatton Garden, Holborn",822,828,0.9927536231884058,1,0.3661557326793382,0.0714285714285715,8.276923076923078,7.092307692307692,1,9.47612313463098
"Hatton Wall, Holborn",889,918,0.9684095860566448,1,0.3638009049773756,0.0657342657342656,10.492307692307692,7.8307692307692305,1,10.183206392950884
"High Holborn , Covent Garden",803,908,0.8843612334801763,0,0.2522727272727273,0.225,6.6923076923076925,8.03076923076923,0,10.162826733084268
"Hinde Street, Marylebone",504,568,0.8873239436619719,0,0.2369047619047619,0.0095238095238094,4.415384615384616,4.876923076923077,0,11.749213822751324
"Holborn Circus, Holborn",1160,1456,0.7967032967032966,1,0.3447535771065183,0.25,16.49230769230769,9.738461538461538,1,10.424626738505747
"Holy Trinity Brompton, Knightsbridge",291,241,1.2074688796680495,3,0.3624357656731758,0.2571428571428572,2.6923076923076925,2.5538461538461537,3,15.98801695303551
"Hop Exchange, The Borough",1333,1870,0.7128342245989305,2,0.3748532289628181,0.1395512480084971,12.93846153846154,14.63076923076923,2,10.218075893973491
"Horseferry Road, Westminster",591,626,0.9440894568690096,3,0.3125,0.0276162790697674,5.184615384615385,5.753846153846154,3,12.240284884376765
"Houghton Street, Strand",489,542,0.9022140221402214,2,0.4166666666666667,0.0761904761904761,1.0923076923076922,3.261538461538461,2,11.478630129516018
"Houndsditch, Aldgate",435,602,0.7225913621262459,1,0.2740601503759399,0.0902597402597402,6.153846153846154,4.230769230769231,1,12.117202911877396
"Howick Place, Westminster",611,705,0.8666666666666667,3,0.3148148148148151,0.0185185185185186,8.0,5.307692307692308,3,11.573048690671031
"Howland Street, Fitzrovia",806,834,0.9664268585131894,0,0.3843137254901961,0.0499999999999999,8.461538461538462,5.323076923076923,0,10.143978618693136
"Hoxton Station, Hoxton",385,351,1.0968660968660968,1,0.1741258741258741,0.2246753246753247,1.1846153846153846,2.0307692307692307,1,11.953028095238096
"Hoxton Street, Hoxton",292,268,1.0895522388059702,1,0.2358422939068101,0.355649320206282,1.0769230769230769,1.1076923076923078,1,9.210738070776255
"Hyde Park Corner, Hyde Park",928,791,1.1731984829329962,3,0.3655555555555556,0.1685534591194967,3.646153846153846,9.184615384615384,3,19.69689488146552
"Jewry Street, Aldgate",352,297,1.1851851851851851,1,0.1220588235294117,0.165368682684341,2.830769230769231,4.538461538461538,1,12.578007575757574
"Kennington Cross, Kennington",809,761,1.0630749014454666,2,0.135952420841012,0.393920972644377,7.2,4.584615384615384,2,12.357153234445818
"Kennington Road, Vauxhall",488,492,0.991869918699187,2,0.2071428571428571,0.3933333333333334,4.538461538461538,2.753846153846154,2,9.991677766393444
"Kennington Station, Kennington",356,337,1.056379821958457,2,0.0161125319693091,0.2991304347826087,2.353846153846154,1.1384615384615384,2,12.1451593164794
"Killick Street, King's Cross",160,152,1.0526315789473684,0,0.2636363636363637,0.3303030303030304,0.5384615384615384,0.8769230769230769,0,13.815835104166666
"King Edward Street, St Pauls",410,449,0.9131403118040088,1,0.0879310344827586,0.1129213483146066,2.246153846153846,3.276923076923077,1,9.207239268292684
