Station Name,Start Count,End Count,Start/End Ratio,Community_x,fullness_deviation_at_8,fullness_deviation_at_17,Utilisation_avg_at_8,Utilisation_avg_at_17,Community_y,Average Trip Duration (minutes)
"King Edward Walk, Waterloo",159,153,1.03921568627451,2,0.2551948051948054,0.2636363636363637,0.6615384615384615,0.4615384615384615,2,10.890005450733751
"Kings Gate House, Westminster",386,406,0.9507389162561576,3,0.3436781609195404,0.065,2.707692307692308,3.3076923076923075,3,12.598711485319516
"Kingsway Southbound, Strand",663,922,0.7190889370932755,2,0.4393939393939394,0.1757575757575757,1.4615384615384617,2.7384615384615385,2,11.500639165409751
"Kingsway, Covent Garden",214,186,1.1505376344086022,0,0.5010869565217393,0.0089185393258426,0.1538461538461538,0.5384615384615384,0,10.957002959501558
"Knightsbridge, Hyde Park",142,61,2.3278688524590163,3,0.7302325581395349,0.3249169435215946,0.0,0.2769230769230769,3,16.63806607981221
"LSBU (Borough Road), Elephant & Castle",321,336,0.9553571428571428,2,0.3,0.4571428571428573,1.7846153846153847,1.984615384615385,2,10.068121028037384
"Lambeth North Station, Waterloo",420,452,0.9292035398230089,2,0.0785714285714286,0.3000000000000001,2.230769230769231,2.6923076923076925,2,9.063836706349203
"Lambeth Palace Road, Waterloo",897,849,1.0565371024734982,2,0.2571428571428572,0.0342857142857143,6.753846153846154,7.615384615384615,2,10.818946283909328
"Lambeth Road, Vauxhall",444,413,1.0750605326876512,2,0.1155555555555556,0.1622222222222222,2.523076923076923,1.5692307692307692,2,10.110647147147146
"Lavington Street, Bankside",438,404,1.0841584158415842,2,0.358271497162811,0.0934169278996865,3.0923076923076924,4.246153846153846,2,8.500658561643835
"Leman Street, Aldgate",517,451,1.146341463414634,2,0.2253945220388178,0.4573867100182891,1.6923076923076923,3.723076923076923,2,11.436538007736944
"Leonard Circus , Shoreditch",790,790,1.0,1,0.2906976744186047,0.0116279069767442,8.261538461538462,6.461538461538462,1,10.237277510548523
"Lincoln's Inn Fields, Holborn",623,695,0.8964028776978418,0,0.5497835497835499,0.1460764587525149,1.0769230769230769,4.246153846153846,0,12.289443499197432
"Little Argyll Street, West End",892,1027,0.8685491723466408,0,0.2971428571428572,0.0190476190476189,4.307692307692308,10.984615384615385,0,12.113558688340808
"Lollard Street, Vauxhall",719,684,1.0511695906432748,2,0.058181818181818,0.2727272727272732,5.707692307692308,4.984615384615385,2,10.012386439499304
"Long Lane , Bermondsey",571,517,1.1044487427466152,2,0.1166666666666667,0.208992805755396,5.3538461538461535,3.261538461538461,2,11.057533800350264
"Longford Street, The Regent's Park",230,193,1.1917098445595855,0,0.201904761904762,0.2495238095238096,1.1846153846153846,1.015384615384615,0,12.07134043478261
"Lower Marsh, Waterloo",499,475,1.0505263157894738,2,0.088235294117647,0.1042016806722689,4.415384615384616,2.3846153846153846,2,10.139250601202404
"Lower Thames Street, Monument",219,170,1.2882352941176471,2,0.4945488721804512,0.0666666666666664,1.1384615384615384,0.5538461538461539,2,12.46991499238965
"Macclesfield Rd, St Lukes",1101,778,1.4151670951156812,1,0.1922779922779925,0.3547619047619049,9.215384615384616,5.8,1,10.5438068119891
"Malet Street, Bloomsbury",1289,1306,0.9869831546707504,0,0.3706864564007421,0.0770911181373956,5.538461538461538,10.446153846153846,0,10.92171636927851
"Mallory Street, Marylebone",249,157,1.585987261146497,0,0.19,0.41,0.2,0.5230769230769231,0,9.447733400267738
"Margery Street, Clerkenwell",360,332,1.0843373493975903,0,0.129127613554434,0.2368421052631579,3.0307692307692307,1.7846153846153847,0,9.991616111111112
"Marylebone Lane, Marylebone",476,455,1.0461538461538462,0,0.3333333333333333,0.0039617486338796,3.815384615384616,3.6307692307692303,0,10.002045728291318
"Millbank Tower, Pimlico",383,325,1.1784615384615384,3,0.2274566473988442,0.0183333333333333,3.892307692307692,2.769230769230769,3,14.370588033072236
"Millennium Hotel, Mayfair",161,192,0.8385416666666666,3,0.4581196581196582,0.0888888888888889,0.2307692307692307,0.4769230769230769,3,13.71402194616977
"Milroy Walk, South Bank",444,486,0.9135802469135802,2,0.3416666666666668,0.176241134751773,3.3076923076923075,4.076923076923077,2,9.102381794294296
"Montpelier Street, Knightsbridge",342,344,0.994186046511628,3,0.1583333333333334,0.0958333333333333,3.3846153846153846,2.523076923076923,3,14.862498976608189
"Monument Street, Monument",598,642,0.9314641744548288,2,0.1897727272727273,0.1707792207792207,6.1692307692307695,6.569230769230769,2,12.043920652173911
"Moor Street, Soho",782,858,0.9114219114219114,0,0.45,0.0499999999999999,2.4461538461538463,8.2,0,12.462855285592497
"Moorfields, Moorgate",1294,1454,0.889958734525447,1,0.1920634920634921,0.1179765130984643,18.16923076923077,13.984615384615385,1,10.182253013910357
"Murray Grove , Hoxton",535,419,1.2768496420047732,1,0.14376575528408,0.4148148148148149,3.107692307692308,2.892307692307692,1,11.576527757009346
"Museum of London, Barbican",1015,953,1.0650577124868836,1,0.2910256410256411,0.0818181818181817,8.646153846153846,7.553846153846154,1,9.89990157635468
"New Cavendish Street, Marylebone",330,415,0.7951807228915663,0,0.2000000000000001,0.0346253229974166,2.953846153846154,2.876923076923077,0,11.66659590909091
"New Fetter Lane, Holborn",748,705,1.0609929078014184,1,0.2495238095238096,0.0136904761904762,7.3076923076923075,9.353846153846154,1,9.713696590909093
"New Globe Walk, Bankside",319,304,1.049342105263158,2,0.3894736842105265,0.0366938472942922,3.353846153846154,2.6307692307692307,2,10.560518181818182
"New Inn Yard, Shoreditch",510,499,1.0220440881763526,1,0.3008771929824563,0.225,5.076923076923077,3.892307692307692,1,11.6076831372549
"New Kent Road, The Borough",510,492,1.0365853658536586,2,0.106060606060606,0.2525846702317292,2.230769230769231,4.246153846153846,2,11.086790457516338
"New North Road 2, Hoxton",369,268,1.376865671641791,1,0.1218181818181818,0.4681818181818183,1.323076923076923,1.323076923076923,1,10.13107064137308
"Newgate Street , St. Paul's",1074,1231,0.8724614134849715,1,0.1887468030690537,0.1509803921568629,13.138461538461538,9.984615384615385,1,10.337676784605836
"Newton Street, Covent Garden",337,334,1.0089820359281436,0,0.4557971014492755,0.0446428571428569,0.953846153846154,1.969230769230769,0,10.5712225024728
"North Audley Street, Mayfair",297,345,0.8608695652173913,3,0.3247058823529413,0.0294117647058824,0.9076923076923076,2.9384615384615387,3,12.250306172839506
"Northdown Street, King's Cross",290,221,1.3122171945701355,1,0.261904761904762,0.321904761904762,0.3230769230769231,1.8461538461538465,1,11.938303850574712
"Northington Street , Holborn",804,798,1.0075187969924813,0,0.2065789473684211,0.0486842105263157,6.384615384615385,5.707692307692308,0,9.77470236318408
"Northumberland Avenue, Strand",289,325,0.8892307692307693,3,0.5248933143669989,0.275516693163752,4.015384615384615,3.4461538461538463,3,13.327036735870818
"Norton Folgate, Liverpool Street",459,483,0.9503105590062112,1,0.3171219699884572,0.1260869565217386,6.107692307692307,3.0615384615384613,1,11.493403885257807
"Nutford Place, Marylebone",107,107,1.0,0,0.0176684881602914,0.3648745519713269,0.5076923076923077,0.2461538461538461,0,12.275632242990651
"Old Quebec Street, Marylebone",735,710,1.0352112676056338,0,0.1602272727272727,0.0494565217391304,7.753846153846154,5.276923076923077,0,11.070898412698412
"Old Street Station, St. Luke's",1229,1336,0.9199101796407184,1,0.2995798319327732,0.1013827044762123,9.76923076923077,12.107692307692307,1,8.89323378085164
"Ontario Street, Elephant & Castle",484,549,0.8816029143897997,2,0.1582089552238805,0.0761904761904762,4.630769230769231,4.2,2,9.688901893939397
"Ossulston Street, Somers Town",739,670,1.1029850746268657,0,0.2,0.21,6.553846153846154,7.2,0,11.628342331980152
"Paddington Street, Marylebone",598,585,1.022222222222222,0,0.0125,0.0,5.507692307692308,3.6307692307692303,0,11.001029821627649
"Page Street, Westminster",809,889,0.9100112485939258,3,0.3790960451977402,0.103820816864295,10.184615384615384,7.046153846153846,3,11.612603790688093
"Palissy Street, Shoreditch",390,349,1.1174785100286533,1,0.0043956043956043,0.2736263736263737,1.323076923076923,1.9384615384615385,1,9.845031153846154
"Pall Mall East, West End",420,470,0.8936170212765957,3,0.290909090909091,0.1642324888226526,4.230769230769231,3.2,3,13.162847777777776
"Pancras Road, King's Cross",226,209,1.0813397129186604,0,0.2116379310344828,0.065,1.0461538461538462,0.8,0,11.438544911504426
"Panton Street, West End",554,632,0.8765822784810127,3,0.4476190476190477,0.1047619047619049,2.076923076923077,4.2,3,13.570328790613718
"Park Lane , Hyde Park",301,369,0.8157181571815718,3,0.31,0.1428571428571429,1.0769230769230769,3.4923076923076923,3,15.798558748615726
"Park Lane, Mayfair",212,212,1.0,3,0.5460317460317461,0.0111111111111111,0.4153846153846154,0.8,3,11.982140015723273
"Park Road (Baker Street), The Regent's Park",629,582,1.0807560137457044,0,0.0909090909090908,0.0909090909090908,5.492307692307692,3.0615384615384613,0,10.956412957074722
"Park Street, Bankside",218,239,0.9121338912133892,2,0.3333333333333333,0.2222222222222222,2.107692307692308,1.2307692307692308,2,11.825276758409784
"Percival Street, Finsbury",638,530,1.2037735849056603,1,0.0215909090909088,0.2545454545454546,4.615384615384615,3.615384615384616,1,10.225203578892373
"Pindar Street, Liverpool Street",252,323,0.7801857585139319,1,0.3607142857142859,0.0452380952380953,2.0307692307692307,1.4615384615384617,1,10.874857671957672
"Pitfield Street Central, Hoxton",568,447,1.2706935123042506,1,0.0666666666666667,0.3933333333333334,0.7384615384615385,2.123076923076923,1,10.875045158450703
"Pont Street, Knightsbridge",314,317,0.9905362776025236,3,0.2462962962962965,0.0061403508771925,2.9692307692307693,2.076923076923077,3,12.87345923566879
"Porchester Place, Paddington",475,434,1.0944700460829493,0,0.0638888888888888,0.1222222222222222,1.3692307692307693,2.6923076923076925,0,11.688608877192982
"Portland Place, Marylebone",596,551,1.0816696914700543,0,0.4573529411764707,0.192436974789916,4.430769230769231,3.076923076923077,0,10.445107326621924
"Portman Square, Marylebone",365,356,1.0252808988764044,0,0.2647058823529412,0.088235294117647,2.876923076923077,3.4615384615384617,0,11.45146292237443
"Portugal Street, Holborn",537,645,0.8325581395348837,2,0.4593543046357616,0.0499999999999998,1.1384615384615384,3.5384615384615383,2,11.404631626319055
"Poured Lines, Bankside",283,303,0.933993399339934,2,0.3387096774193548,0.3064516129032258,2.0153846153846158,2.276923076923077,2,10.493100058892814
"Queen Mother Sports Centre, Victoria",442,524,0.8435114503816794,3,0.1091653027823242,0.1538461538461539,3.4,2.569230769230769,3,9.229954788838612
"Queen Street 1, Bank",1184,1699,0.6968805179517363,2,0.2291866028708135,0.0142857142857142,17.153846153846153,12.615384615384617,2,10.63369769144144
"Queen Street 2, Bank",1162,1178,0.9864176570458404,2,0.3952883263009845,0.0682539682539682,11.276923076923078,11.123076923076924,2,10.325329417670684
"Queen Victoria Street, St. Paul's",489,612,0.7990196078431373,1,0.2708629893238434,0.0187499999999999,4.430769230769231,3.6,1,10.274314655760056
"Rampayne Street, Pimlico",547,515,1.062135922330097,3,0.1285714285714285,0.2791666666666667,4.507692307692308,3.9846153846153847,3,10.128784277879342
"Rathbone Street, Fitzrovia",502,472,1.0635593220338984,0,0.4750000000000001,0.0125,3.784615384615385,3.076923076923077,0,9.60407390438247
"Red Lion Square, Holborn",370,329,1.1246200607902737,0,0.4830000000000001,0.0821428571428571,2.2153846153846155,1.8461538461538465,0,9.417960990990991
"Red Lion Street, Holborn",1022,1004,1.0179282868525896,0,0.3645645645645646,0.1311111111111111,9.861538461538462,8.384615384615385,0,9.823243917155905
"Regency Street, Westminster",559,511,1.0939334637964775,3,0.103030303030303,0.3781818181818183,2.3230769230769237,2.4,3,10.8284126118068
"Risinghill Street, Angel",226,151,1.4966887417218544,0,0.1452631578947369,0.5152380952380955,0.4307692307692308,0.7538461538461538,0,11.511125958702063
"River Street , Clerkenwell",347,224,1.5491071428571428,1,0.2144736842105264,0.3421052631578948,1.1384615384615384,0.6615384615384615,1,9.622572574447648
"Rochester Row, Westminster",336,351,0.9572649572649572,3,0.2923076923076924,0.0553846153846154,3.1538461538461537,2.0307692307692307,3,10.145411656746033
"Rodney Road , Walworth",356,307,1.1596091205211727,2,0.1066666666666666,0.4083333333333334,1.4307692307692308,1.0461538461538462,2,12.452841058052435
"Roscoe Street, St. Luke's",526,456,1.1535087719298245,1,0.1666666666666666,0.2095238095238096,4.415384615384616,3.230769230769231,1,8.829067490494296
"Royal Avenue 1, Chelsea",96,109,0.8807339449541285,3,0.3500000000000001,0.0,0.1692307692307692,0.2615384615384615,3,13.195959375
"Royal Avenue 2, Chelsea",175,176,0.9943181818181818,3,0.0814159292035392,0.06,0.9846153846153848,0.7076923076923077,3,13.339894
"Russell Square Station, Bloomsbury",783,794,0.986146095717884,0,0.2736263736263737,0.0340659340659341,5.907692307692308,4.984615384615385,0,10.211304342273309
"Sackville Street, Mayfair",457,531,0.8606403013182674,0,0.5491704374057317,0.1322371699053313,0.9230769230769232,4.984615384615385,0,13.145583479212254
"Sadlers Sports Centre, Finsbury",702,621,1.1304347826086956,1,0.1167217448777266,0.1470588235294122,8.861538461538462,4.307692307692308,1,9.030423599240269
"Sail Street, Vauxhall",389,342,1.1374269005847952,2,0.0764227642276422,0.3516666666666668,2.646153846153846,2.6615384615384614,2,10.44738466152528
"Sancroft Street, Vauxhall",189,232,0.8146551724137931,2,0.1293859649122808,0.2782312925170069,1.1384615384615384,0.4769230769230769,2,12.687792680776017
"Scala Street, Fitzrovia",543,546,0.9945054945054944,0,0.3095238095238096,0.1314285714285714,5.476923076923077,3.076923076923077,0,10.44048517495396
"Sea Containers, South Bank",764,741,1.0310391363022942,2,0.3272727272727273,0.0242424242424244,7.430769230769231,6.6923076923076925,2,9.148184315008724
"Sedding Street, Sloane Square",406,391,1.0383631713554988,3,0.1770114942528737,0.0592592592592592,4.661538461538462,2.4307692307692306,3,11.967005747126436
"Seville Street, Knightsbridge",311,294,1.0578231292517006,3,0.3373581674159709,0.1354497354497355,1.9230769230769231,2.1384615384615384,3,13.25667036441586
"Seymour Place, Marylebone",486,509,0.9548133595284872,0,0.0528735632183908,0.3336206896551724,4.246153846153846,4.4,0,12.775936625514404
"Shoreditch High Street, Shoreditch",702,662,1.0604229607250757,1,0.2073170731707317,0.1266930099468596,3.96923076923077,5.276923076923077,1,12.51966054131054
"Shouldham Street, Marylebone",502,491,1.0224032586558045,0,0.1270833333333333,0.3125,2.261538461538461,2.2,0,9.734109462151393
"Sloane Avenue, Knightsbridge",259,245,1.0571428571428572,3,0.2777777777777778,0.1247115968427448,1.1846153846153846,0.7230769230769231,3,15.909491441441444
"Smith Square, Westminster",565,592,0.954391891891892,3,0.3060606060606061,0.1017094017094016,7.446153846153846,4.2,3,13.56950634218289
"Snow Hill, Farringdon",682,650,1.0492307692307692,1,0.2734513274336285,0.126086956521739,10.584615384615384,8.384615384615385,1,10.081035508308895
"Snowsfields, London Bridge",666,704,0.9460227272727272,2,0.3059804276911925,0.0684056181509492,6.015384615384615,5.753846153846154,2,10.850555855855855
"Soho Square , Soho",1187,1415,0.83886925795053,0,0.3803099982967127,0.0111842105263156,10.123076923076924,11.93846153846154,0,11.692251698960966
"Somerset House, Strand",266,372,0.7150537634408602,2,0.404566683964712,0.2339499099688984,0.953846153846154,2.815384615384616,2,14.054673809523807
"South Audley Street, Mayfair",176,204,0.8627450980392157,3,0.3219858156028369,0.1466666666666666,0.3692307692307692,1.4,3,11.581389678030304
"Southampton Place, Holborn",556,558,0.996415770609319,0,0.35,0.17,2.0615384615384613,5.892307692307693,0,10.426805335731416
"Southampton Street, Strand",537,513,1.046783625730994,3,0.2142857142857143,0.1071428571428572,1.907692307692308,5.2615384615384615,3,11.893836747361886
"Southwark Station 2, Southwark",844,870,0.9701149425287356,2,0.4699763593380617,0.3096473719228214,8.153846153846153,8.36923076923077,2,10.174139652448655
"Southwark Street, Bankside",332,351,0.945868945868946,2,0.3619360131255129,0.0771739130434783,2.4,4.015384615384615,2,9.172062098393576
"Southwick Street, Paddington",317,247,1.2834008097165992,0,0.0609625668449197,0.4521008403361345,0.8769230769230769,1.3846153846153846,0,13.99659305993691
"St Mary's Hospital, Paddington",508,473,1.0739957716701902,0,0.0318181818181818,0.2,7.538461538461538,4.523076923076923,0,14.082784317585302
"St. Bride Street, Holborn",694,1001,0.6933066933066933,2,0.3141116751269035,0.01875,5.369230769230769,7.384615384615385,2,10.821492267050912
"St. Chad's Street, King's Cross",283,322,0.8788819875776398,0,0.0701163502755665,0.4428808496515103,1.7846153846153847,1.7076923076923076,0,12.521448881036514
"St. George Street, Mayfair",347,401,0.8653366583541147,3,0.3138888888888889,0.0461538461538461,3.507692307692308,2.892307692307692,3,11.730714024975985
"St. James's Square, St. James's",968,1513,0.6397884996695308,3,0.286336032388664,0.0313432835820894,10.692307692307692,12.830769230769231,3,12.184996556473829
"St. John Street, Finsbury",462,356,1.297752808988764,0,0.0682539682539682,0.3377777777777778,5.338461538461538,2.4307692307692306,0,10.25508878066378
"St. John's Wood Church, The Regent's Park",226,197,1.1472081218274113,0,0.183448275862069,0.44,0.5846153846153846,0.9076923076923076,0,13.47099454277286
"St. Katharine's Way, Tower",391,340,1.15,1,0.1569892473118285,0.2071428571428571,1.353846153846154,2.123076923076923,1,12.6669810741688
"St. Martin's Street, West End",188,237,0.7932489451476793,3,0.6888888888888889,0.3188323917137478,0.1846153846153846,0.4923076923076923,3,14.593147429078016
"St. Mary Axe, Aldgate",465,513,0.9064327485380116,1,0.026190476190476,0.1666666666666666,3.0307692307692307,4.7384615384615385,1,12.528690501792116
"Stamford Street, South Bank",573,615,0.9317073170731708,2,0.0673400673400673,0.2999254287844898,5.184615384615385,4.769230769230769,2,10.438342931937171
"Stanhope Gate, Mayfair",204,183,1.1147540983606556,3,0.5015873015873018,0.1714285714285716,0.4769230769230769,1.0769230769230769,3,11.764355147058822
"Store Street, Bloomsbury",743,722,1.0290858725761771,0,0.435,0.1206249999999999,9.0,6.861538461538461,0,10.442294279946164
"Storey's Gate, Westminster",737,771,0.9559014267185474,3,0.3258145363408522,0.0210231461005455,5.323076923076923,8.476923076923077,3,14.47742998643148
"Strand, Strand",919,1025,0.8965853658536586,2,0.3539253539253539,0.1142857142857142,3.123076923076923,7.753846153846154,2,11.787231791802684
"Strata, Elephant & Castle",782,905,0.8640883977900552,2,0.0009756097560976,0.3623059866962307,7.553846153846154,6.292307692307692,2,11.126069458653026
"Sun Street, Liverpool Street",756,804,0.9402985074626866,1,0.1666666666666666,0.0066517189835572,9.6,9.723076923076922,1,10.827498037918872
"Swan Street, The Borough",554,518,1.0694980694980696,2,0.2465608465608466,0.1871693121693124,4.892307692307693,2.892307692307692,2,11.032591305655837
"Tachbrook Street, Victoria",511,450,1.1355555555555557,3,0.0825,0.2303571428571429,2.8,2.507692307692308,3,11.711519569471625
"Tallis Street, Temple",590,658,0.8966565349544073,2,0.2619369369369371,0.0416666666666666,8.0,5.6923076923076925,2,10.594089265536724
"Tanner Street, Bermondsey",730,590,1.2372881355932204,2,0.119068736141907,0.3048780487804878,7.784615384615384,3.753846153846154,2,10.847243515981736
"Tate Modern, Bankside",534,549,0.9726775956284152,2,0.2333333333333334,0.2333333333333333,3.3846153846153846,3.923076923076923,2,11.046224906367042
"Tavistock Place, Bloomsbury",518,414,1.251207729468599,0,0.1380566801619432,0.1242105263157895,2.3230769230769237,2.2,0,10.254399613899617
"Tavistock Street, Covent Garden",658,775,0.8490322580645161,0,0.5711598746081504,0.0454545454545455,0.8923076923076924,5.0,0,11.706297036474163
"Taviton Street, Bloomsbury",889,799,1.1126408010012516,0,0.4529411764705887,0.0249999999999999,2.0615384615384613,5.030769230769231,0,10.549569291338583
"Temple Gardens, Temple",312,366,0.8524590163934426,3,0.375,0.0011904761904761,2.3692307692307693,3.476923076923077,3,12.048592735042735
"The Guildhall, Guildhall",442,618,0.7152103559870551,1,0.3901960784313726,0.0452012383900929,1.5692307692307692,2.753846153846154,1,10.70074773755656
"The Tennis Courts, The Regent's Park",233,204,1.142156862745098,0,0.4000000000000001,0.2303571428571429,1.2461538461538462,0.8769230769230769,0,11.347669027181688
"Theobald's Road , Holborn",832,785,1.059872611464968,0,0.4054709995886471,0.0340659340659341,6.492307692307692,4.7846153846153845,0,9.274792528044872
"Tooley Street, Bermondsey",1056,1141,0.925503943908852,2,0.1470229723394283,0.0314814814814813,9.907692307692308,10.63076923076923,2,11.956944602272728
"Torrens Street, Angel",189,210,0.9,1,0.1894736842105264,0.2894736842105264,0.8461538461538461,0.953846153846154,1,8.829479894179894
"Tower Gardens , Tower",446,513,0.8693957115009746,2,0.2583333333333334,0.1443181818181818,3.3230769230769237,3.723076923076923,2,14.859454446935723
"Tower Wharf, Bermondsey",662,614,1.0781758957654723,2,0.0249999999999999,0.4,5.246153846153846,3.661538461538461,2,11.298212663645518
"Triangle Car Park, Hyde Park",385,372,1.0349462365591398,3,0.3677559912854033,0.1962101636520242,0.2615384615384615,3.046153846153846,3,20.63411757575758
"Tyers Gate, Bermondsey",510,492,1.0365853658536586,2,0.2071428571428571,0.2177777777777778,4.123076923076923,2.4461538461538463,2,12.451201699346404
"Tysoe Street, Clerkenwell",626,644,0.9720496894409938,1,0.0499999999999999,0.0928571428571429,3.5384615384615383,3.692307692307693,1,9.905134930777423
"Union Street, The Borough",504,537,0.9385474860335196,2,0.1042016806722689,0.0720588235294117,5.707692307692308,3.292307692307692,2,10.916403505291004
"Upper Grosvenor Street, Mayfair",58,49,1.183673469387755,0,0.4783625730994152,0.312403100775194,0.0307692307692307,0.0307692307692307,0,12.442597701149426
"Victoria & Albert Museum, South Kensington",138,123,1.1219512195121952,3,0.4428571428571429,0.1066666666666666,0.1692307692307692,0.2307692307692307,3,18.437003019323672
"Victory Place, Walworth",347,247,1.4048582995951415,2,0.1777777777777778,0.375,1.1538461538461535,0.7538461538461538,2,11.125930595581172
"Vincent Square, Westminster",213,199,1.07035175879397,3,0.1791257805530776,0.3531100478468905,1.646153846153846,0.5846153846153846,3,12.825592723004696
"Vincent Street, Pimlico",486,421,1.154394299287411,3,0.0296675191815857,0.1925539836187642,1.4307692307692308,2.4,3,10.726333093278464
"Walnut Tree Walk, Vauxhall",495,439,1.1275626423690206,2,0.075,0.2428571428571429,3.523076923076923,3.0615384615384613,2,11.54887
"Walworth Square, Walworth",689,619,1.1130856219709209,2,0.0947247706422014,0.2818435754189944,4.184615384615385,5.2,2,12.506061175616836
"Wardour Street, Soho",722,746,0.967828418230563,0,0.4750000000000001,0.0,3.8461538461538463,5.661538461538462,0,12.729814935364727
"Warren Street Station, Euston",1405,1415,0.9929328621908128,0,0.1323076923076923,0.0215059588299024,10.461538461538462,10.2,0,9.432813618030842
"Warwick Row, Westminster",711,800,0.88875,3,0.1882783882783884,0.1214285714285713,7.815384615384615,8.876923076923077,3,12.858923300515704
"Warwick Square, Pimlico",580,406,1.4285714285714286,3,0.071578947368421,0.2421052631578948,2.276923076923077,1.476923076923077,3,11.37556143678161
"Waterloo Bridge, South Bank",194,260,0.7461538461538462,0,0.0078431372549019,0.0666666666666667,0.676923076923077,0.9846153846153848,0,12.0111235395189
"Waterloo Place, St. James's",368,369,0.997289972899729,3,0.45,0.015,1.0769230769230769,2.907692307692308,3,13.390323686594202
"Waterloo Road, South Bank",456,488,0.9344262295081968,2,0.1333333333333333,0.1583892617449664,2.953846153846154,3.1538461538461537,2,11.044300694444445
"Waterloo Station 1, Waterloo",2984,2918,1.0226182316655243,1,0.3813483238612965,0.3279898218829516,36.01538461538462,26.615384615384617,1,11.34599991621984
"Waterloo Station 2, Waterloo",2360,1040,2.269230769230769,1,0.1742806427503737,0.5734313077939235,7.6,13.138461538461538,1,12.00276331920904
"Waterloo Station 3, Waterloo",4659,4998,0.9321728691476592,1,0.48609865470852,0.2160714285714286,49.261538461538464,67.50769230769231,1,11.837159401159049
"Webber Street , Southwark",824,793,1.039092055485498,2,0.0825396825396825,0.3069444444444445,9.63076923076923,6.907692307692308,2,9.60175283171521
"Wellington Arch, Hyde Park",380,424,0.8962264150943396,3,0.4303418803418804,0.2444444444444444,1.646153846153846,4.4,3,17.24763807017544
"Wellington Row, Bethnal Green",322,294,1.0952380952380951,1,0.2178999295278365,0.3913419913419914,1.676923076923077,1.646153846153846,1,13.545220496894409
"Wellington Street , Strand",880,917,0.9596510359869138,2,0.4359848484848486,0.2292635658914729,5.7846153846153845,8.015384615384615,2,11.030289583333332
"Wells Street, Fitzrovia",799,801,0.9975031210986268,0,0.3485829959514171,0.0954887218045112,6.430769230769231,8.261538461538462,0,10.824703400083438
"Wenlock Road , Hoxton",920,654,1.4067278287461773,1,0.1428571428571429,0.2450819672131151,6.753846153846154,3.6769230769230767,1,9.668227300724638
"West Smithfield Rotunda, Farringdon",762,762,1.0,1,0.1473684210526317,0.0333333333333333,11.2,7.184615384615385,1,10.336626487314083
"Westminster Bridge Road, Elephant & Castle",99,103,0.9611650485436892,2,0.5846153846153864,0.2702467343976777,0.3230769230769231,0.4307692307692308,2,9.9916765993266
"Westminster Pier, Westminster",792,867,0.9134948096885812,3,0.320547298891248,0.111653116531165,5.646153846153847,8.938461538461539,3,13.058196085858588
"Westminster University, Marylebone",295,295,1.0,0,0.210377358490566,0.2147727272727273,1.446153846153846,1.9538461538461536,0,12.735202146892656
"Whitehall Place, Strand",790,901,0.876803551609323,3,0.3383631713554987,0.1617056856187292,10.046153846153846,10.138461538461538,3,13.227387721518989
"William IV Street, Strand",1038,1151,0.9018245004344048,0,0.3823401950162514,0.2137039431157079,12.430769230769233,10.353846153846154,0,11.29908540462428
"Windsor Terrace, Hoxton",571,464,1.230603448275862,1,0.1666666666666666,0.2071428571428571,6.6923076923076925,3.4153846153846152,1,10.183453765323993
"Wood Street, Guildhall",403,516,0.7810077519379846,1,0.3136598572483388,0.0327084680025853,6.292307692307692,2.9692307692307693,1,11.279789454094292
"Woodstock Street, Mayfair",234,232,1.0086206896551724,3,0.4797619047619048,0.1428571428571429,0.3076923076923077,1.5384615384615383,3,10.91944138176638
"Wormwood Street, Liverpool Street",2290,2171,1.0548134500230308,2,0.0528846153846154,0.3357142857142857,23.16923076923077,27.32307692307692,2,11.904980211062592
"Worship Street, Shoreditch",692,725,0.9544827586206897,1,0.327415221407712,0.0156862745098039,4.907692307692308,8.523076923076923,1,11.94824284682081
"Wren Street, Holborn",622,609,1.0213464696223318,0,0.202948402948403,0.2884848484848485,3.3692307692307693,4.2615384615384615,0,8.367335905680601
