Station Name,Start Count,End Count,Start/End Ratio,Community_x,fullness_deviation_at_8,fullness_deviation_at_17,Utilisation_avg_at_8,Utilisation_avg_at_17,Community_y,Average Trip Duration (minutes),normalized_fullness_8,normalized_fullness_17,normalized_popularity,normalized_utilization_8,normalized_utilization_17,normalized_trip_duration,weighted_score,rank
"Bankside Mix, Bankside",554,676,0.8195266272189349,2,0.4166666666666667,0.3151591289782245,5.830769230769231,6.107692307692307,2,9.577408634175692,0.5705944798301487,0.5496022360388537,0.29268808114961964,0.1183635227982511,0.09047402005469461,0.46415402059295763,0.5947992132074097,25.0
"Greycoat Street , Westminster",156,185,0.8432432432432433,3,0.4613672496025439,0.3235294117647063,0.9846153846153848,1.1076923076923078,3,9.335421901709402,0.6318086539143116,0.564199072090034,0.30115830115830117,0.01998750780762024,0.016408386508659983,0.4524265148453606,0.5911565809811906,26.0
"Bruton Street, Mayfair",231,221,1.0452488687782806,0,0.5142857142857145,0.2233766233766234,0.1076923076923077,1.8,0,12.463046392496391,0.7042766151046408,0.389543822146696,0.37330316742081454,0.0021861336664584633,0.02666362807657247,0.6040019083316099,0.5783589515664648,27.0
"Wellington Arch, Hyde Park",380,424,0.8962264150943396,3,0.4303418803418804,0.2444444444444444,1.646153846153846,4.4,3,17.24763807017544,0.589321683270728,0.42628374335691394,0.3200808625336928,0.03341661461586508,0.06517775752051048,0.8358796060384568,0.5735651781889162,28.0
"Hampstead Road, Euston",808,704,1.1477272727272727,0,0.3933333333333334,0.2592592592592593,6.476923076923077,5.4,0,10.57693735561056,0.5386411889596604,0.4521191217421816,0.40990259740259744,0.13148032479700186,0.07999088422971741,0.5125946053557965,0.5718383461021798,29.0
"Wormwood Street, Liverpool Street",2290,2171,1.0548134500230308,2,0.0528846153846154,0.3357142857142857,23.16923076923077,27.32307692307692,2,11.904980211062592,0.07242160705536503,0.5854481280518656,0.3767190892939396,0.4703310430980637,0.40474020054694615,0.5769561100615906,0.5712015716368413,30.0
"Wellington Street , Strand",880,917,0.9596510359869138,2,0.4359848484848486,0.2292635658914729,5.7846153846153845,8.015384615384615,2,11.030289583333332,0.597049314804092,0.3998099907964292,0.34273251285246925,0.11742660836976888,0.11873290793072014,0.5345656068322736,0.5679786887540276,31.0
"Holborn Circus, Holborn",1160,1456,0.7967032967032966,1,0.3447535771065183,0.25,16.49230769230769,9.738461538461538,1,10.424626738505747,0.47211477119682443,0.4359720102513893,0.2845368916797488,0.33479075577763895,0.144257064721969,0.5052131112577034,0.5664729661409271,32.0
"Holy Trinity Brompton, Knightsbridge",291,241,1.2074688796680495,3,0.3624357656731758,0.2571428571428572,2.6923076923076925,2.5538461538461537,3,15.98801695303551,0.4963292332467057,0.44842835340142906,0.431238885595732,0.05465334166146159,0.037830446672743843,0.7748340530839741,0.5601309747536388,33.0
"St. John's Wood Church, The Regent's Park",226,197,1.1472081218274113,0,0.183448275862069,0.44,0.5846153846153846,0.9076923076923076,0,13.47099454277286,0.25121897649901165,0.7673107380424452,0.4097171863669326,0.011867582760774516,0.013445761166818594,0.6528505274487502,0.559703044620363,34.0
"Macclesfield Rd, St Lukes",1101,778,1.4151670951156812,1,0.1922779922779925,0.3547619047619049,9.215384615384616,5.8,1,10.5438068119891,0.2633106263679515,0.6186650431186385,0.5054168196841718,0.18707058088694567,0.08591613491340018,0.5109889857551607,0.5595698734670557,35.0
"Belvedere Road 2, South Bank",350,378,0.925925925925926,2,0.1562715199212987,0.468421052631579,4.7846153846153845,1.984615384615385,2,11.456875095238097,0.21400239989222433,0.8168738718394454,0.33068783068783075,0.09712679575265458,0.029398359161349138,0.5552394015966278,0.5593170459726975,36.0
"William IV Street, Strand",1038,1151,0.9018245004344048,0,0.3823401950162514,0.2137039431157079,12.430769230769233,10.353846153846154,0,11.29908540462428,0.5235868912642933,0.3726757507152149,0.32208017872657313,0.2523422860712055,0.1533728350045579,0.5475923728330038,0.5588233540355709,37.0
"Great Dover Street, The Borough",969,877,1.104903078677309,2,0.106060606060606,0.4537878787878788,6.476923076923077,5.0,2,11.84108381492948,0.14524223122949229,0.7913552549714613,0.3946082423847533,0.13148032479700186,0.07406563354603464,0.5738594718894703,0.5520557818148865,38.0
"Mallory Street, Marylebone",249,157,1.585987261146497,0,0.19,0.41,0.2,0.5230769230769231,0,9.447733400267738,0.26019108280254777,0.7149940968122784,0.5664240218380346,0.004059962523422861,0.007748404740200547,0.4578695146802694,0.551507501134289,39.0
"Gaywood  Street, Elephant & Castle",446,495,0.901010101010101,2,0.2327485380116958,0.4136752136752137,2.476923076923077,3.4923076923076923,2,10.274810687593424,0.3187320743472267,0.7214032579886238,0.32178932178932185,0.05028107432854466,0.051731996353691884,0.4979525123800302,0.5506098626666549,40.0
"New North Road 2, Hoxton",369,268,1.376865671641791,1,0.1218181818181818,0.4681818181818183,1.323076923076923,1.323076923076923,1,10.13107064137308,0.16682107701215979,0.8164566737435112,0.49173773987206826,0.02685821361648969,0.019598906107566087,0.4909863774972272,0.5500487099712159,41.0
"Dickens Square, Borough",346,318,1.0880503144654088,2,0.28125,0.3787037037037037,1.5692307692307692,0.8,2,8.932865077071291,0.3851512738853503,0.6604168599734009,0.3885893980233603,0.03185509056839475,0.011850501367365542,0.4329172325530535,0.54797797479063,42.0
"Wellington Row, Bethnal Green",322,294,1.0952380952380951,1,0.2178999295278365,0.3913419913419914,1.676923076923077,1.646153846153846,1,13.545220496894409,0.29839799266550854,0.6824566186445992,0.391156462585034,0.034041224234853215,0.02438468550592525,0.6564477713749336,0.5479030961266989,43.0
"Golden Lane, Barbican",504,517,0.9748549323017408,1,0.3947089947089948,0.2787037037037043,2.6615384615384614,3.476923076923077,1,9.482394973544974,0.5405250564486234,0.48602805587284614,0.3481624758220503,0.05402873204247345,0.05150410209662717,0.4595493332210902,0.547315240242927,44.0
"Calshot Street , King's Cross",228,195,1.1692307692307693,0,0.2316666666666667,0.375,1.1384615384615384,1.0923076923076922,0,13.395234356725148,0.31725053078556265,0.653958015377084,0.41758241758241765,0.0231105559025609,0.016180492251595256,0.6491789293893923,0.5447760045513126,45.0
"Lincoln's Inn Fields, Holborn",623,695,0.8964028776978418,0,0.5497835497835499,0.1460764587525149,1.0769230769230769,4.246153846153846,0,12.289443499197432,0.7528883006590015,0.2547409894909523,0.3201438848920864,0.021861336664584632,0.06289881494986327,0.5955885176129819,0.5435913751225866,46.0
"Boston Place, Marylebone",1106,740,1.4945945945945946,0,0.2053191489361703,0.2303358613217772,15.36923076923077,8.553846153846154,0,15.536065084388186,0.2811695351673669,0.40167995397376177,0.5337837837837839,0.3119925046845721,0.1267092069279854,0.7529309178038732,0.5429299865161071,47.0
"Goswell Road (City Uni), Finsbury",14,5,2.8,1,0.2201680672268908,0.2218487394957984,2.292307692307692,1.323076923076923,1,10.790084523809524,0.30150404110688866,0.38687936371888004,1.0,0.04653341661461586,0.019598906107566087,0.5229244470568724,0.5408722711804311,48.0
"Portland Place, Marylebone",596,551,1.0816696914700543,0,0.4573529411764707,0.192436974789916,4.430769230769231,3.076923076923077,0,10.445107326621924,0.6263113525665044,0.33558853898342245,0.386310604096448,0.08994378513429106,0.0455788514129444,0.506205670694325,0.5397471718181399,49.0
"Hyde Park Corner, Hyde Park",928,791,1.1731984829329962,3,0.3655555555555556,0.1685534591194967,3.646153846153846,9.184615384615384,3,19.69689488146552,0.5006015569709837,0.2939383616286094,0.41899945819035583,0.07401623985009369,0.136052871467639,0.9545789786817357,0.5390875792096286,50.0
"Borough Road, Elephant & Castle",442,475,0.9305263157894736,2,0.3648780487804878,0.2864111498257841,3.923076923076923,3.615384615384616,2,9.42811745852187,0.49967376106882083,0.4994689789918358,0.3323308270676692,0.07963772642098688,0.05355515041020967,0.4569188589677656,0.5384537227008124,51.0
"Cheapside, Bank",1562,1716,0.9102564102564102,1,0.272093023255814,0.2035854788108164,18.32307692307692,19.0,1,10.543668960734102,0.37261146496815295,0.355030281820573,0.3250915750915751,0.37195502810743275,0.28144940747493163,0.510982305011267,0.5378541313514049,52.0
"Sackville Street, Mayfair",457,531,0.8606403013182674,0,0.5491704374057317,0.1322371699053313,0.9230769230769232,4.984615384615385,0,13.145583479212254,0.7520486881670847,0.23060681917432724,0.3073715361850955,0.018738288569643973,0.07383773928896992,0.6370799929266961,0.5367597150379763,53.0
"Murray Grove , Hoxton",535,419,1.2768496420047732,1,0.14376575528408,0.4148148148148149,3.107692307692308,2.892307692307692,1,11.576527757009346,0.19687667124889935,0.7233905947874906,0.45601772928741907,0.06308557151780138,0.04284412032816772,0.561038179340912,0.5366002085753249,54.0
"Stanhope Gate, Mayfair",204,183,1.1147540983606556,3,0.5015873015873018,0.1714285714285716,0.4769230769230769,1.0769230769230769,3,11.764355147058822,0.6868870690526744,0.29895223560095296,0.3981264637002342,0.009681449094316051,0.015952597994530537,0.5701409378843716,0.5361019178077043,55.0
"Kennington Road, Vauxhall",488,492,0.991869918699187,2,0.2071428571428571,0.3933333333333334,4.538461538461538,2.753846153846154,2,9.991677766393444,0.2836669699727024,0.6859292961288527,0.3542392566782811,0.09212991880074953,0.04079307201458523,0.4842309214197933,0.5336940480813246,56.0
"Poured Lines, Bankside",283,303,0.933993399339934,2,0.3387096774193548,0.3064516129032258,2.015384615384616,2.276923076923077,2,10.493100058892814,0.46383809328128206,0.5344173028887999,0.3335690711928336,0.04091193004372269,0.03372835004557885,0.5085315628530125,0.531797185009761,57.0
"Kennington Cross, Kennington",809,761,1.0630749014454666,2,0.135952420841012,0.393920972644377,7.2,4.584615384615384,2,12.357153234445818,0.18617688204342406,0.6869540732958063,0.37966960765909524,0.146158650843223,0.06791248860528715,0.5988699632575456,0.5278875278829678,58.0
"British Museum, Bloomsbury",649,595,1.0907563025210083,0,0.4171428571428572,0.2,4.430769230769231,4.584615384615384,0,10.190676425269643,0.5712465878070975,0.3487776082011115,0.38955582232893154,0.08994378513429106,0.06791248860528715,0.4938750779070083,0.5268796054076863,59.0
"Denyer Street, Knightsbridge",219,216,1.0138888888888888,3,0.2066666666666667,0.3933333333333334,1.1692307692307693,0.7384615384615385,3,12.324127397260275,0.28301486199575376,0.6859292961288527,0.3621031746031746,0.023735165521549032,0.010938924339106655,0.5972694180893654,0.5266600579515451,60.0
"Northdown Street, King's Cross",290,221,1.3122171945701355,1,0.261904761904762,0.321904761904762,0.3230769230769231,1.8461538461538465,1,11.938303850574712,0.3586593873218078,0.5613658646284558,0.4686489980607627,0.00655840099937539,0.02734731084776664,0.5785710877503517,0.5263781515367216,61.0
"Belvedere Road 1, South Bank",473,517,0.9148936170212766,1,0.0604551920341395,0.4921052631578949,4.861538461538461,3.123076923076923,1,11.178658210007049,0.08278895724420378,0.8581764833369455,0.32674772036474165,0.09868831980012491,0.04626253418413856,0.5417560585745875,0.5249014969597195,62.0
"The Tennis Courts, The Regent's Park",233,204,1.142156862745098,0,0.4000000000000001,0.2303571428571429,1.2461538461538462,0.8769230769230769,0,11.347669027181688,0.5477707006369428,0.40171706658878026,0.40791316526610644,0.025296689569019364,0.012989972652689152,0.549946901558501,0.5240297625437024,63.0
"Argyle Street, Kings Cross",2454,2427,1.011124845488257,0,0.1120963327859879,0.1599837000814997,32.723076923076924,29.0,0,12.347226738657971,0.1535077168725312,0.2789936613279471,0.36111601624580614,0.6642723297938788,0.4295806745670009,0.5983888912780243,0.5238332445293309,64.0
"Crimscott Street, Bermondsey",542,500,1.084,2,0.0523431867339583,0.4547368421052633,7.0,2.4615384615384617,2,13.31274074415744,0.07168016017707665,0.793010140752001,0.3871428571428572,0.1420986883198001,0.03646308113035552,0.6451810064220139,0.523535146332435,65.0
"Barbican Centre, Barbican",611,596,1.0251677852348993,1,0.5233082706766918,0.1218045112781954,3.784615384615385,3.4153846153846152,1,10.748691489361702,0.7166323451941958,0.21241343055857148,0.3661313518696069,0.07682698313554029,0.050592525068368276,0.5209183988555937,0.5224203222013694,66.0
"Triangle Car Park, Hyde Park",385,372,1.0349462365591398,3,0.3677559912854033,0.1962101636520242,0.2615384615384615,3.046153846153846,3,20.63411757575758,0.5036148925245969,0.3421685579165083,0.3696236559139785,0.005309181761399125,0.045123062898814945,1.0,0.5223245602912806,67.0
"Killick Street, King's Cross",160,152,1.0526315789473684,0,0.2636363636363637,0.3303030303030304,0.5384615384615384,0.8769230769230769,0,13.815835104166666,0.36103068905616686,0.5760115044533509,0.37593984962406013,0.010930668332292316,0.012989972652689152,0.6695626819728161,0.521745243722897,68.0
"Victory Place, Walworth",347,247,1.4048582995951415,2,0.1777777777777778,0.375,1.1538461538461535,0.7538461538461538,2,11.125930595581172,0.24345364472753012,0.653958015377084,0.5017351069982648,0.023422860712054957,0.011166818596171376,0.539200697811895,0.5201496910843333,69.0
"River Street , Clerkenwell",347,224,1.5491071428571428,1,0.2144736842105264,0.3421052631578948,1.1384615384615384,0.6615384615384615,1,9.622572574447648,0.2937060006704661,0.5965932771861119,0.5532525510204082,0.0231105559025609,0.009799453053783044,0.4663428198040767,0.5199865051183893,70.0
"Somerset House, Strand",266,372,0.7150537634408602,2,0.404566683964712,0.2339499099688984,0.953846153846154,2.815384615384616,2,14.054673809523807,0.5540244398242872,0.40798245018908874,0.25537634408602156,0.019362898188632106,0.04170464904284413,0.6811376235461716,0.5162052966234671,71.0
"Southwick Street, Paddington",317,247,1.2834008097165992,0,0.0609625668449197,0.4521008403361345,0.8769230769230769,1.3846153846153846,0,13.99659305993691,0.08348376988317029,0.7884132487907479,0.4583574320416426,0.01780137414116177,0.020510483135824976,0.6783228315215717,0.5159249484854503,72.0
"Eversholt Street , Camden Town",487,473,1.029598308668076,0,0.0785596026490065,0.4625000000000001,2.4153846153846152,2.7384615384615385,0,11.598212559890486,0.10758162146201526,0.8065482189650705,0.36771368166717,0.04903185509056839,0.04056517775752051,0.5620890991489206,0.5133229889887782,73.0
"Arundel Street, Temple",396,423,0.9361702127659576,2,0.408187134502924,0.2095238095238094,1.5846153846153843,2.1538461538461537,2,12.44655904882155,0.5589823816441315,0.3653860657344975,0.33434650455927056,0.03216739537788881,0.03190519598906107,0.603202875195625,0.5097514856562582,74.0
"Hoxton Street, Hoxton",292,268,1.0895522388059702,1,0.2358422939068101,0.355649320206282,1.0769230769230769,1.1076923076923078,1,9.210738070776255,0.3229687464328928,0.6202125962994912,0.3891257995735608,0.021861336664584632,0.016408386508659983,0.4463839094140707,0.5073900325837217,75.0
"Earnshaw Street , Covent Garden",636,667,0.9535232383808095,0,0.4083333333333334,0.1846960167714881,3.569230769230769,5.6923076923076925,0,11.432753328092245,0.5591825902335457,0.32208917486915994,0.340544013707432,0.07245471580262335,0.08432087511394713,0.5540703781548794,0.5073796647813706,76.0
"Harrington Square 1, Camden Town",579,496,1.1673387096774193,0,0.0867724867724868,0.4131341425459074,4.476923076923077,3.7384615384615385,0,12.152932584916524,0.11882856468843735,0.7204596905168932,0.41690668202764974,0.09088069956277327,0.05537830446672744,0.5889727312203866,0.507245712415601,77.0
"Store Street, Bloomsbury",743,722,1.0290858725761771,0,0.435,0.1206249999999999,9.0,6.861538461538461,0,10.442294279946164,0.5957006369426752,0.21035649494629519,0.36753066877720614,0.1826983135540287,0.10164083865086598,0.506069340819038,0.5034037510339121,78.0
"City Road, Angel",393,393,1.0,1,0.267503444053268,0.3123404255319149,2.907692307692308,2.3076923076923075,1,9.890634987277354,0.3663263724296345,0.5446867328076932,0.35714285714285715,0.05902560899437852,0.03418413855970829,0.47933404231919136,0.5024091672662391,79.0
"Hop Exchange, The Borough",1333,1870,0.7128342245989305,2,0.3748532289628181,0.1395512480084971,12.93846153846154,14.63076923076923,2,10.218075893973491,0.5133340396624578,0.24336175250941872,0.2545836516424752,0.2626483447845097,0.21672743846855058,0.49520294999086417,0.49899049884694413,80.0
"Eagle Wharf Road, Hoxton",1274,997,1.2778335005015045,1,0.108234630569656,0.3222222222222223,11.415384615384616,8.307692307692308,1,10.732309981684985,0.1482193985508028,0.5619194798795686,0.4563691073219659,0.2317301686445971,0.12306289881494988,0.520124494894517,0.49830043581790284,81.0
"Whitehall Place, Strand",790,901,0.876803551609323,3,0.3383631713554987,0.1617056856187292,10.046153846153846,10.138461538461538,3,13.227387721518989,0.46336357860784855,0.28199661131310616,0.31314412557475824,0.20393504059962522,0.15018231540565177,0.6410445066504545,0.49570082294943435,82.0
"Rodney Road , Walworth",356,307,1.1596091205211727,2,0.1066666666666666,0.4083333333333334,1.4307692307692308,1.0461538461538462,2,12.452841058052435,0.14607218683651796,0.712087616743936,0.4141461144718474,0.029044347282948156,0.015496809480401094,0.6035073228759206,0.495352107966813,83.0
"Woodstock Street, Mayfair",234,232,1.0086206896551724,3,0.4797619047619048,0.1428571428571429,0.3076923076923077,1.5384615384615383,3,10.91944138176638,0.6569987867758569,0.24912686300079398,0.3602216748768473,0.006246096189881324,0.022789425706472195,0.5291935233806806,0.4932210516033686,84.0
"Vincent Square, Westminster",213,199,1.07035175879397,3,0.1791257805530776,0.3531100478468905,1.646153846153846,0.5846153846153846,3,12.825592723004696,0.24529963578924638,0.6157843895990924,0.3822684852835607,0.03341661461586508,0.008659981768459436,0.6215721450610086,0.49145984099501344,85.0
"Ebury Bridge, Pimlico",302,266,1.1353383458646618,3,0.2597701149425288,0.2721732157177231,2.353846153846154,1.676923076923077,3,12.870577097130244,0.35573614466652026,0.47463961597216314,0.40547798066595064,0.047782635852592126,0.024840474020054695,0.6237522418817419,0.49014574655136706,86.0
"Embankment (Savoy), Strand",229,256,0.89453125,3,0.3442300691663633,0.2317073170731707,0.676923076923077,1.8461538461538465,3,13.689936972343522,0.4713978654189051,0.40407161925738516,0.31947544642857145,0.013741411617738912,0.02734731084776664,0.6634612273619798,0.48864675038552957,87.0
"Crinan Street, King's Cross",171,157,1.089171974522293,0,0.35,0.2,0.4923076923076923,0.8769230769230769,0,15.3786977582846,0.4792993630573248,0.3487776082011115,0.3889899909008189,0.009993753903810118,0.012989972652689152,0.7453043582708175,0.4881559678219199,88.0
"Victoria & Albert Museum, South Kensington",138,123,1.1219512195121952,3,0.4428571428571429,0.1066666666666666,0.1692307692307692,0.2307692307692307,3,18.437003019323672,0.6064604185623295,0.186014724373926,0.4006968641114983,0.0034353529044347277,0.0034184138559708284,0.893520304497284,0.4878522137986114,89.0
"Cotton Garden Estate, Kennington",388,370,1.0486486486486486,2,0.1483333333333333,0.3823170731707317,1.3384615384615384,0.9692307692307692,2,11.619499441580755,0.20313163481953284,0.6667181717746856,0.37451737451737455,0.027170518425983756,0.014357338195077484,0.563120734333324,0.48746104229870696,90.0
"Harris Academy, Bermondsey",378,359,1.052924791086351,2,0.1285714285714286,0.3777777777777779,0.6923076923076923,1.676923076923077,2,14.391644708994708,0.17606915377616017,0.6588021488243219,0.3760445682451254,0.014053716427232979,0.024840474020054695,0.6974683873035128,0.48668311150902677,91.0
"Duke Street Hill, London Bridge",1552,1670,0.9293413173652696,2,0.2571428571428572,0.1519163763066203,17.246153846153845,17.138461538461538,2,10.750595736683849,0.35213830755232034,0.26492515187401516,0.33190761334473917,0.3500936914428482,0.2538742023701003,0.5210106852019885,0.48610155372227065,92.0
"Kingsway Southbound, Strand",663,922,0.7190889370932755,2,0.4393939393939394,0.1757575757575757,1.4615384615384617,2.7384615384615385,2,11.500639165409751,0.6017178150936112,0.3065015344797645,0.2568174775333127,0.02966895690193629,0.04056517775752051,0.5573603583087806,0.48443409809878224,93.0
"New Inn Yard, Shoreditch",510,499,1.0220440881763526,1,0.3008771929824563,0.225,5.076923076923077,3.892307692307692,1,11.6076831372549,0.41202927701419173,0.3923748092262504,0.3650157457772688,0.10306058713304184,0.05765724703737465,0.5625480757603334,0.48316315806174726,94.0
"St. Chad's Street, King's Cross",283,322,0.8788819875776398,0,0.0701163502755665,0.4428808496515103,1.7846153846153847,1.7076923076923076,0,12.521448881036514,0.09601920579138086,0.7723346172976491,0.3138864241348714,0.03622735790131168,0.025296262534184138,0.6068322929276897,0.48310676744245445,95.0
"Charles II Street, West End",337,419,0.8042959427207638,3,0.5716515609264856,0.0449866310160426,2.2153846153846155,2.9692307692307693,3,13.000132640949555,0.7828349401222573,0.07845164783400636,0.2872485509717014,0.04497189256714553,0.043983591613491343,0.6300309472028516,0.4827585369332583,96.0
"Bell Street , Marylebone",509,437,1.1647597254004576,0,0.2402515723270439,0.26415770609319,3.815384615384616,2.4923076923076923,0,12.50980468238376,0.32900693025677985,0.4606614645953749,0.4159856162144492,0.07745159275452843,0.03691886964448496,0.6062679751849995,0.48256537118205445,97.0
